#{"t_start": 1732697588.7940617, "env_id": "None"}
r,l,t
-2236.0,2237,5.419883
-100001.0,100001,188.991275
-100001.0,100001,372.874653
-28330.0,28331,424.336399
-30832.0,30833,479.622544
-31194.0,31195,535.274808
-3658.0,3659,542.035893
-29956.0,29957,596.373564
-66902.0,66903,715.563505
-10824.0,10825,735.995046
-100001.0,100001,916.278673
-30254.0,30255,969.362439
-27614.0,27615,1019.817144
-96510.0,96511,1193.018427
-3950.0,3951,1200.070557
-89170.0,89171,1358.838981
-25188.0,25189,1405.08098
-84254.0,84255,1556.285045
-89742.0,89743,1718.713787
