#{"t_start": 1731640846.102032, "env_id": "None"}
r,l,t
-6422.0,6423,6.020018
-22062.0,22063,22.932209
-6330.0,6331,28.533688
-6340.0,6341,33.477108
-19654.0,19655,48.625117
-9182.0,9183,56.472234
-5540.0,5541,60.387773
-100001.0,100001,139.632473
-100001.0,100001,219.664099
-100001.0,100001,300.134344
-100001.0,100001,380.621972
-100001.0,100001,461.189838
-99392.0,99393,540.64356
-90092.0,90093,612.979331
-12750.0,12751,623.065296
-84470.0,84471,691.427891
-24642.0,24643,711.192245
-12668.0,12669,721.229715
-41542.0,41543,754.338569
-11664.0,11665,763.911865
-70754.0,70755,820.275706
-64412.0,64413,872.399771
-17256.0,17257,885.96834
-43838.0,43839,921.614485
-38852.0,38853,952.847294
-100001.0,100001,1032.698594
-100001.0,100001,1113.323724
-24110.0,24111,1132.892341
-44870.0,44871,1169.122281
-24346.0,24347,1188.790239
-33744.0,33745,1215.628504
-100001.0,100001,1296.186511
-29570.0,29571,1319.66252
-100001.0,100001,1400.292667
-20206.0,20207,1416.661512
-100001.0,100001,1497.637143
-94992.0,94993,1573.968947
-47550.0,47551,1612.915244
-97420.0,97421,1691.066382
-4716.0,4717,1694.657416
-61636.0,61637,1744.958718
-92548.0,92549,1819.436647
-100001.0,100001,1900.155778
-100001.0,100001,1980.279994
-100001.0,100001,2061.051897
-100001.0,100001,2141.673907
-100001.0,100001,2222.457918
-43422.0,43423,2257.333139
-32782.0,32783,2283.756889
-2922.0,2923,2286.508995
-4006.0,4007,2289.769561
-73262.0,73263,2348.294637
-1850.0,1851,2349.852552
-10768.0,10769,2358.355524
-100001.0,100001,2439.018354
-26638.0,26639,2460.463769
-41412.0,41413,2494.414928
-7984.0,7985,2500.237943
-354.0,355,2501.095767
-53022.0,53023,2543.290634
-6590.0,6591,2549.154194
-1454.0,1455,2549.837976
-14006.0,14007,2561.268367
-20660.0,20661,2577.902495
-3000.0,3001,2580.696134
-7104.0,7105,2586.104413
-16206.0,16207,2599.258035
-4726.0,4727,2602.865557
-53342.0,53343,2646.622115
-12532.0,12533,2656.655905
-10052.0,10053,2664.841758
-36814.0,36815,2694.606919
-35028.0,35029,2722.840854
-9250.0,9251,2729.957585
-33744.0,33745,2757.609189
-55450.0,55451,2802.439632
-13844.0,13845,2813.412984
-23636.0,23637,2832.860525
-17952.0,17953,2847.541387
-9858.0,9859,2855.643125
-30194.0,30195,2879.555385
-10708.0,10709,2888.753762
-58514.0,58515,2935.745078
-11294.0,11295,2945.237295
-39158.0,39159,2976.845186
-14896.0,14897,2988.704716
-13716.0,13717,3000.00574
-12936.0,12937,3010.24639
-28882.0,28883,3033.529743
-8124.0,8125,3040.106708
-6992.0,6993,3046.156314
-35374.0,35375,3074.571849
-5170.0,5171,3078.388737
-4942.0,4943,3082.792384
-35228.0,35229,3111.138979
-6258.0,6259,3116.152702
-44764.0,44765,3152.4577
-5054.0,5055,3156.221324
-8154.0,8155,3162.823537
-24998.0,24999,3183.591723
-1744.0,1745,3184.413239
-20846.0,20847,3201.696211
-15548.0,15549,3213.641293
-19270.0,19271,3229.480004
-11308.0,11309,3238.097656
-52540.0,52541,3279.94267
-658.0,659,3280.249814
-30358.0,30359,3304.523887
-6644.0,6645,3309.615895
-31364.0,31365,3334.354835
-782.0,783,3335.398527
-8146.0,8147,3341.904633
-35038.0,35039,3369.75976
-64236.0,64237,3420.650765
-64020.0,64021,3472.192244
-21246.0,21247,3488.872952
-10186.0,10187,3496.989043
-18004.0,18005,3511.412209
-100001.0,100001,3590.262088
-100001.0,100001,3668.689805
-88650.0,88651,3739.760156
-38820.0,38821,3770.776299
-4608.0,4609,3774.28598
-29608.0,29609,3797.622813
-13114.0,13115,3808.503583
-1694.0,1695,3809.971928
-3186.0,3187,3812.136725
-29660.0,29661,3836.169553
-14932.0,14933,3847.881582
-100001.0,100001,3927.601861
-100001.0,100001,4007.308811
-39702.0,39703,4038.651485
-12132.0,12133,4048.344526
-14524.0,14525,4059.831389
-100001.0,100001,4139.430094
-54934.0,54935,4183.22316
-23164.0,23165,4201.698496
-24980.0,24981,4221.450536
-26912.0,26913,4243.09296
-13260.0,13261,4254.033679
-1374.0,1375,4254.674685
-10210.0,10211,4262.831102
-4968.0,4969,4267.179531
-11186.0,11187,4275.793247
-4920.0,4921,4280.118905
-7256.0,7257,4285.53436
-14628.0,14629,4297.106189
-61966.0,61967,4346.952582
