#{"t_start": 1732696447.6077147, "env_id": "None"}
r,l,t
-10282.0,10283,15.427899
-16030.0,16031,36.116012
-15090.0,15091,57.337015
-63736.0,63737,144.297162
-13148.0,13149,161.48468
-6182.0,6183,169.606581
-4872.0,4873,176.737018
-1758.0,1759,179.202844
-21240.0,21241,207.51471
-4408.0,4409,213.125192
-54368.0,54369,287.897135
-37480.0,37481,338.580298
-25010.0,25011,372.314616
-3976.0,3977,377.607763
-10772.0,10773,391.754094
-19802.0,19803,419.018398
-22096.0,22097,449.304604
-7590.0,7591,458.49695
-16906.0,16907,482.314777
-88348.0,88349,602.96018
-42598.0,42599,661.362703
-41174.0,41175,717.47327
-9534.0,9535,729.502579
-4396.0,4397,736.364684
-14738.0,14739,756.158295
-80532.0,80533,866.550968
-20558.0,20559,894.658486
-68394.0,68395,988.6091
-32114.0,32115,1030.806514
-90414.0,90415,1152.202695
-78152.0,78153,1257.630715
-55748.0,55749,1331.189466
