#{"t_start": 1731544478.8932893, "env_id": "None"}
r,l,t
-14674.0,14675,14.556787
-8916.0,8917,22.232284
-5990.0,5991,27.540108
-4056.0,4057,31.095417
-1092.0,1093,31.61915
-3042.0,3043,34.703426
-5778.0,5779,39.863029
-18772.0,18773,56.25246
-330.0,331,56.413157
-21318.0,21319,75.739414
-10188.0,10189,83.902848
-2736.0,2737,86.864244
-26866.0,26867,110.549074
-9248.0,9249,118.429996
-1436.0,1437,119.927844
-32180.0,32181,149.263441
-22060.0,22061,168.890954
-16162.0,16163,183.277768
-9134.0,9135,190.9325
-4624.0,4625,195.077335
-1790.0,1791,196.81465
-3526.0,3527,200.167725
-15794.0,15795,214.216972
-14018.0,14019,225.674233
-37182.0,37183,259.981066
-41496.0,41497,298.881686
-1542.0,1543,300.465158
-4434.0,4435,304.235422
-12082.0,12083,315.015122
-41586.0,41587,351.401697
-2452.0,2453,353.415608
-16458.0,16459,367.878417
-24480.0,24481,389.603777
-50994.0,50995,434.590759
-7122.0,7123,441.404231
-484.0,485,441.650416
-3206.0,3207,444.146351
-3064.0,3065,447.359906
-34524.0,34525,478.493405
-23904.0,23905,498.775823
-33942.0,33943,529.693699
-8058.0,8059,537.24336
-7182.0,7183,543.425462
-2152.0,2153,545.277523
-21106.0,21107,564.747368
-15632.0,15633,577.985178
-972.0,973,579.198934
-9608.0,9609,587.748579
-3872.0,3873,590.508825
-34384.0,34385,620.748229
-26640.0,26641,644.168455
-8668.0,8669,651.390926
-12558.0,12559,663.004133
-43722.0,43723,701.713363
-11844.0,11845,712.740871
-56320.0,56321,761.631115
-5680.0,5681,766.75621
-32098.0,32099,795.411285
-2148.0,2149,797.322722
-2446.0,2447,799.296451
-54342.0,54343,846.95347
-50552.0,50553,893.665653
-42.0,43,893.687207
-9600.0,9601,902.011099
-12642.0,12643,912.493661
-18958.0,18959,928.52961
-7392.0,7393,935.056639
-11740.0,11741,945.053571
-452.0,453,945.293735
-12984.0,12985,955.768676
-6210.0,6211,960.820606
-1972.0,1973,962.45685
-22814.0,22815,980.942632
-3442.0,3443,983.965908
-848.0,849,984.373113
-3688.0,3689,987.511787
-2674.0,2675,989.474785
-3170.0,3171,992.362229
