#{"t_start": 1731458679.2984228, "env_id": "None"}
r,l,t
-20870.0,20871,29.761445
-100001.0,100001,165.603477
-5606.0,5607,172.058749
-100001.0,100001,308.047553
-52672.0,52673,379.691025
-100001.0,100001,515.76235
-100001.0,100001,650.580226
-100001.0,100001,786.677438
-100001.0,100001,922.936912
-100001.0,100001,1058.928656
-100001.0,100001,1194.790729
-100001.0,100001,1330.178106
-16238.0,16239,1351.844762
-100001.0,100001,1485.266734
-100001.0,100001,1620.033702
-100001.0,100001,1756.2195
-100001.0,100001,1891.75555
-2736.0,2737,1894.937342
-28048.0,28049,1932.827978
-4932.0,4933,1938.78501
-5752.0,5753,1946.508038
-29470.0,29471,1985.454838
-100001.0,100001,2120.170978
-13386.0,13387,2138.316209
-6882.0,6883,2146.795517
-36458.0,36459,2195.404304
-47312.0,47313,2258.046295
-6452.0,6453,2266.194225
-31288.0,31289,2308.386892
-30100.0,30101,2347.254363
-65232.0,65233,2434.125311
-10134.0,10135,2452.42876
-30464.0,30465,2507.729103
-4894.0,4895,2515.798225
-23054.0,23055,2558.443153
-62098.0,62099,2670.142284
-19648.0,19649,2704.344794
-24066.0,24067,2747.911279
-1784.0,1785,2751.26558
-2548.0,2549,2755.378434
-57976.0,57977,2861.080809
-21364.0,21365,2898.836049
-2204.0,2205,2902.627123
-74162.0,74163,3036.091865
-48144.0,48145,3123.786734
-5762.0,5763,3134.34271
-35742.0,35743,3198.055535
-37590.0,37591,3267.029466
-18772.0,18773,3300.609879
-24916.0,24917,3345.311348
-19248.0,19249,3379.410626
-37002.0,37003,3446.334741
-27554.0,27555,3497.157599
-3242.0,3243,3501.993988
-23980.0,23981,3545.650442
-8188.0,8189,3560.314585
-22242.0,22243,3600.665033
-25468.0,25469,3645.732774
-72860.0,72861,3777.733752
-100001.0,100001,3959.308443
-8130.0,8131,3973.8443
-22564.0,22565,4014.223075
-49774.0,49775,4103.118241
-17374.0,17375,4135.205363
-27126.0,27127,4183.622367
-42202.0,42203,4258.595983
-5838.0,5839,4269.184304
-32778.0,32779,4327.938162
-29050.0,29051,4379.633193
-18096.0,18097,4412.273967
-100001.0,100001,4593.069345
-17636.0,17637,4625.377361
-27478.0,27479,4674.261112
-10568.0,10569,4693.028628
-39714.0,39715,4765.971663
-100001.0,100001,4947.520257
-7458.0,7459,4959.756335
-20564.0,20565,4996.692408
-2482.0,2483,5000.755628
-1268.0,1269,5003.615222
-6892.0,6893,5015.255632
-2510.0,2511,5020.944512
-1602.0,1603,5022.526581
-22602.0,22603,5052.651154
-43862.0,43863,5111.14288
-100001.0,100001,5244.250119
