#{"t_start": 1731649885.5184116, "env_id": "None"}
r,l,t
-39012.0,39013,73.632931
-100001.0,100001,257.058804
-16230.0,16231,286.938215
-30456.0,30457,343.169341
-22986.0,22987,385.210655
-97936.0,97937,566.203036
-100001.0,100001,750.670523
-100001.0,100001,935.831251
-100001.0,100001,1120.97291
-100001.0,100001,1305.837254
-100001.0,100001,1488.482963
-100001.0,100001,1672.998556
-100001.0,100001,1858.071364
-100001.0,100001,2043.535661
-21110.0,21111,2082.313647
-5616.0,5617,2092.986585
-37294.0,37295,2161.545403
-100001.0,100001,2347.640221
-100001.0,100001,2534.022115
-1804.0,1805,2537.523932
-49096.0,49097,2629.392564
-46066.0,46067,2714.153996
-100001.0,100001,2901.51059
-7250.0,7251,2913.919736
-24216.0,24217,2959.3211
-34618.0,34619,3023.808753
-22060.0,22061,3065.27472
-2144.0,2145,3069.1109
-55996.0,55997,3173.074287
-68704.0,68705,3302.722721
-95786.0,95787,3482.687377
-1772.0,1773,3486.13883
-5496.0,5497,3495.086897
-4176.0,4177,3502.651419
-100001.0,100001,3690.716491
-6264.0,6265,3702.199738
-100001.0,100001,3891.009368
-100001.0,100001,4079.635264
-33842.0,33843,4142.377582
-2676.0,2677,4148.428581
-89496.0,89497,4316.400312
-100001.0,100001,4506.338797
-49630.0,49631,4599.854462
-100001.0,100001,4789.480314
-100001.0,100001,4979.403469
-54798.0,54799,5083.370207
-26098.0,26099,5133.07174
-81988.0,81989,5287.868137
-13520.0,13521,5312.075271
-100001.0,100001,5500.703784
-100001.0,100001,5689.271504
-47874.0,47875,5779.253436
-100001.0,100001,5967.623168
-100001.0,100001,6154.402211
-83080.0,83081,6310.050543
-27662.0,27663,6363.021108
-7894.0,7895,6377.94154
-100001.0,100001,6565.502305
-4344.0,4345,6573.248244
-100001.0,100001,6760.157661
-18962.0,18963,6795.299914
-100001.0,100001,6982.141187
-92242.0,92243,7154.499981
-100001.0,100001,7343.172796
-90088.0,90089,7512.595196
-3266.0,3267,7517.606159
-100001.0,100001,7705.645845
-100001.0,100001,7893.309347
-22556.0,22557,7935.437031
-100001.0,100001,8123.712282
-86130.0,86131,8285.02235
-100001.0,100001,8473.826522
-100001.0,100001,8661.249583
-100001.0,100001,8850.494277
-53310.0,53311,8950.848318
-100001.0,100001,9139.661399
-100001.0,100001,9329.998688
-45428.0,45429,9415.995351
-100001.0,100001,9605.472203
-100001.0,100001,9796.26832
-100001.0,100001,9986.982924
-100001.0,100001,10174.447465
-100001.0,100001,10364.105159
-100001.0,100001,10553.666084
-51202.0,51203,10650.502651
-100001.0,100001,10840.215705
-100001.0,100001,11028.21035
-100001.0,100001,11217.410072
-100001.0,100001,11401.608795
-100001.0,100001,11585.717672
-100001.0,100001,11770.74255
-100001.0,100001,11955.964199
-100001.0,100001,12141.439006
-100001.0,100001,12324.149915
-100001.0,100001,12509.499708
-36418.0,36419,12577.1908
-100001.0,100001,12763.123131
-100001.0,100001,12949.043232
-100001.0,100001,13134.07421
-100001.0,100001,13316.157733
-100001.0,100001,13499.705521
-81672.0,81673,13650.455248
-15228.0,15229,13679.252244
-8698.0,8699,13694.533898
-100001.0,100001,13878.101665
-100001.0,100001,14059.546052
-100001.0,100001,14243.541566
-92646.0,92647,14415.454022
-9208.0,9209,14431.419843
-31854.0,31855,14490.734198
-60226.0,60227,14601.181183
-100001.0,100001,14785.127913
-100001.0,100001,14969.954321
-91674.0,91675,15137.588454
-42032.0,42033,15215.293297
-100001.0,100001,15400.342882
-100001.0,100001,15585.781749
-100001.0,100001,15768.9067
-100001.0,100001,15952.067228
-100001.0,100001,16136.816301
-100001.0,100001,16322.575269
-68824.0,68825,16450.579363
-84026.0,84027,16605.46604
-100001.0,100001,16788.369783
-100001.0,100001,16973.627203
-100001.0,100001,17159.224164
-24208.0,24209,17204.027728
-100001.0,100001,17389.296825
-100001.0,100001,17574.319326
-83950.0,83951,17729.437902
-45472.0,45473,17813.127042
-100001.0,100001,17998.096602
-100001.0,100001,18181.344789
-35500.0,35501,18247.835724
-100001.0,100001,18432.145163
-5122.0,5123,18440.588847
-35664.0,35665,18505.064714
-11304.0,11305,18526.48583
-100001.0,100001,18711.442596
-100001.0,100001,18896.426397
-100001.0,100001,19078.48933
-48894.0,48895,19168.70315
-100001.0,100001,19354.008837
-100001.0,100001,19539.378051
-50522.0,50523,19633.331204
-90230.0,90231,19800.086917
-79062.0,79063,19945.310681
-47258.0,47259,20032.454982
-100001.0,100001,20217.51182
-44310.0,44311,20299.762519
-100001.0,100001,20485.043245
-13702.0,13703,20508.998956
-48522.0,48523,20598.656392
-19294.0,19295,20632.951688
-100001.0,100001,20817.350808
-100001.0,100001,21003.072019
-100001.0,100001,21188.952343
-100001.0,100001,21374.818502
-99744.0,99745,21559.700702
-100001.0,100001,21744.195549
-10530.0,10531,21763.397719
-12168.0,12169,21786.14254
-100001.0,100001,21972.083334
-100001.0,100001,22157.949356
-100001.0,100001,22344.523271
-100001.0,100001,22530.555599
-100001.0,100001,22717.304012
-100001.0,100001,22901.159891
-4856.0,4857,22911.177579
-66290.0,66291,23033.690685
-5970.0,5971,23044.741001
-100001.0,100001,23229.920071
