#{"t_start": 1732635484.6784873, "env_id": "None"}
r,l,t
-118.0,119,1.649037
-2070.0,2071,5.408278
-968.0,969,6.407625
-462.0,463,6.881429
-4956.0,4957,16.788136
-1038.0,1039,17.854999
-996.0,997,20.478199
-600.0,601,21.098598
-24.0,25,21.124394
-1044.0,1045,22.200696
-218.0,219,24.019103
-632.0,633,24.672541
-2196.0,2197,28.517916
-82.0,83,28.603315
-1040.0,1041,31.272218
-2762.0,2763,35.699264
-1844.0,1845,39.191715
-366.0,367,39.565733
-872.0,873,40.461268
-1786.0,1787,43.888726
-552.0,553,46.040762
-108.0,109,46.152155
-602.0,603,46.770721
-1636.0,1637,50.037057
-582.0,583,50.639238
-228.0,229,50.87404
-500.0,501,51.389921
-2282.0,2283,55.317081
-1962.0,1963,58.918496
-1984.0,1985,62.538232
-38.0,39,62.578652
-180.0,181,62.762988
-2940.0,2941,68.961379
-198.0,199,69.164672
-2200.0,2201,73.009494
-464.0,465,73.483003
-438.0,439,75.531331
-428.0,429,75.968609
-812.0,813,76.801645
-3292.0,3293,83.347188
-42.0,43,83.391382
-3276.0,3277,88.344292
-3556.0,3557,95.161261
-274.0,275,95.441477
-7618.0,7619,109.739601
-142.0,143,109.885925
-972.0,973,110.881285
-1768.0,1769,114.287738
-416.0,417,116.317562
-602.0,603,116.938823
-344.0,345,117.290654
-64.0,65,117.357271
-1298.0,1299,120.279619
-730.0,731,121.029012
-866.0,867,121.916257
-6490.0,6491,135.061415
-54.0,55,135.118261
-154.0,155,135.276884
-2402.0,2403,139.328873
-644.0,645,139.99071
-616.0,617,142.212203
-2982.0,2983,146.859112
-162.0,163,147.030446
-1440.0,1441,150.100693
-318.0,319,150.425994
-1066.0,1067,151.519785
-562.0,563,153.704253
-78.0,79,153.784992
-58.0,59,153.845926
-1500.0,1501,156.978783
-974.0,975,157.977721
-304.0,305,158.289889
-1098.0,1099,161.010835
-632.0,633,161.661967
-1064.0,1065,164.350569
-940.0,941,165.31663
-1378.0,1379,168.322045
-2218.0,2219,172.195593
-976.0,977,173.198542
-82.0,83,173.283877
-2344.0,2345,177.29303
-1270.0,1271,180.189444
-434.0,435,180.633933
-1240.0,1241,183.503823
-1608.0,1609,186.749189
-1324.0,1325,188.111347
-940.0,941,190.670213
-352.0,353,191.042469
-144.0,145,191.191314
-1170.0,1171,193.990296
-760.0,761,194.774232
-504.0,505,195.291336
-234.0,235,195.53657
-940.0,941,198.098617
-434.0,435,198.543624
-1168.0,1169,201.335441
-842.0,843,202.200466
-398.0,399,202.608124
-350.0,351,202.971551
-2870.0,2871,209.110103
-104.0,105,209.217359
-710.0,711,209.943063
-1474.0,1475,213.054829
-362.0,363,213.426632
-3324.0,3325,220.033143
-824.0,825,220.877719
-676.0,677,221.574912
-978.0,979,224.177575
-1844.0,1845,227.669562
-110.0,111,227.783846
-2086.0,2087,231.528288
-178.0,179,231.71173
-828.0,829,232.567125
-2816.0,2817,238.665972
-162.0,163,238.832749
-1184.0,1185,240.048425
-362.0,363,242.019486
-108.0,109,242.131424
-372.0,373,242.512889
-886.0,887,243.424483
-266.0,267,243.69799
-254.0,255,243.963585
-170.0,171,245.734131
-58.0,59,245.794778
-1144.0,1145,246.972769
-128.0,129,247.105429
-214.0,215,247.326381
-1096.0,1097,250.050293
-1212.0,1213,251.302828
-930.0,931,253.855065
-604.0,605,254.478958
-1136.0,1137,257.243108
-332.0,333,257.589423
-546.0,547,258.150722
-726.0,727,258.901248
-554.0,555,261.070689
-316.0,317,261.401042
-68.0,69,261.472021
-110.0,111,261.586104
-1844.0,1845,265.08356
-660.0,661,265.760379
-146.0,147,265.915497
-414.0,415,266.340958
-416.0,417,268.363988
-1004.0,1005,269.40083
-58.0,59,269.461716
-184.0,185,269.656117
-1274.0,1275,272.578657
-182.0,183,272.766767
-1002.0,1003,275.39616
-542.0,543,275.957208
-2096.0,2097,279.70778
-270.0,271,279.985512
-1366.0,1367,282.991525
-118.0,119,283.113929
-348.0,349,283.476154
-4062.0,4063,290.849402
-196.0,197,291.051534
-340.0,341,291.40082
-310.0,311,291.726439
-64.0,65,291.793381
-834.0,835,294.258125
-580.0,581,294.854522
-54.0,55,294.911127
-556.0,557,295.487726
-92.0,93,295.583425
-488.0,489,297.684772
-940.0,941,298.653712
-358.0,359,299.026433
-202.0,203,299.234527
-662.0,663,301.516593
-870.0,871,302.408316
-636.0,637,303.066283
-134.0,135,303.204548
-352.0,353,305.17232
-46.0,47,305.220645
-330.0,331,305.56003
-934.0,935,306.523694
-488.0,489,307.025661
-312.0,313,308.952787
-522.0,523,309.487704
-46.0,47,309.535889
-1828.0,1829,313.011804
-854.0,855,313.8916
-126.0,127,314.021681
-342.0,343,314.37214
-46.0,47,314.420485
-438.0,439,316.471365
-196.0,197,316.672918
-802.0,803,317.498997
-76.0,77,317.577929
-278.0,279,317.862761
-484.0,485,319.960756
-246.0,247,320.213534
-1686.0,1687,321.948437
-1666.0,1667,325.247747
-332.0,333,325.592787
-310.0,311,327.508453
-90.0,91,327.601675
-602.0,603,328.222686
-486.0,487,328.720039
-352.0,353,329.08559
-900.0,901,331.60107
-84.0,85,331.688161
-200.0,201,331.898305
-92.0,93,331.993278
-564.0,565,332.571345
-698.0,699,334.886013
-970.0,971,335.882305
-316.0,317,336.206711
-324.0,325,336.54407
-70.0,71,336.616874
-360.0,361,338.582292
-432.0,433,339.032507
-438.0,439,339.481155
-82.0,83,339.565984
-1270.0,1271,342.460552
-188.0,189,342.659231
-234.0,235,342.899093
-358.0,359,343.26617
-188.0,189,343.459454
-942.0,943,346.018471
-284.0,285,346.314526
-300.0,301,346.621686
-692.0,693,347.334433
-740.0,741,349.684081
-64.0,65,349.750584
-162.0,163,349.916982
-166.0,167,350.092696
-78.0,79,350.173443
-682.0,683,350.869142
-864.0,865,353.35157
-294.0,295,353.659095
-296.0,297,353.962067
-328.0,329,354.297622
-90.0,91,354.390517
-170.0,171,354.564984
-462.0,463,355.041538
-340.0,341,356.983123
-1376.0,1377,358.398428
-578.0,579,360.582982
-62.0,63,360.647645
-186.0,187,360.838222
-498.0,499,361.351015
-742.0,743,362.113045
-954.0,955,364.67389
-278.0,279,364.958052
-232.0,233,365.195534
-188.0,189,365.387997
-636.0,637,366.04195
