#{"t_start": 1731646675.2042785, "env_id": "None"}
r,l,t
-25848.0,25849,48.257722
-63670.0,63671,164.421514
-28340.0,28341,215.491739
-66126.0,66127,337.104799
-40166.0,40167,410.547414
-61460.0,61461,524.533171
-32896.0,32897,585.120246
-2806.0,2807,589.581476
-44210.0,44211,672.082653
-91436.0,91437,843.336455
-28970.0,28971,896.854645
-100001.0,100001,1083.247822
-19954.0,19955,1119.01609
-82522.0,82523,1274.857891
-100001.0,100001,1460.337073
-21462.0,21463,1500.689995
-100001.0,100001,1687.124593
-100001.0,100001,1873.508123
-20974.0,20975,1911.747456
-36528.0,36529,1979.20908
-30792.0,30793,2036.33865
-56590.0,56591,2140.934463
-35852.0,35853,2208.322762
-76366.0,76367,2350.761018
-100001.0,100001,2537.822448
-57688.0,57689,2645.570343
-15034.0,15035,2673.253412
-100001.0,100001,2861.086287
-100001.0,100001,3049.822958
-100001.0,100001,3237.789052
-100001.0,100001,3426.247898
-100001.0,100001,3613.854667
-100001.0,100001,3799.061406
-45782.0,45783,3887.004441
-100001.0,100001,4076.278749
-13450.0,13451,4100.335698
-100001.0,100001,4288.558627
-100001.0,100001,4478.177817
-68704.0,68705,4607.876432
-100001.0,100001,4798.997997
-69076.0,69077,4930.73089
-6646.0,6647,4942.59543
-61326.0,61327,5058.01127
-91346.0,91347,5229.24161
-47712.0,47713,5318.629894
-1448.0,1449,5321.476916
-13304.0,13305,5344.814253
-99322.0,99323,5533.368237
-51948.0,51949,5631.173795
-100001.0,100001,5820.798077
-100001.0,100001,6010.212337
-15370.0,15371,6038.215735
-21114.0,21115,6079.048573
-24336.0,24337,6123.080949
-100001.0,100001,6312.279213
-24712.0,24713,6358.819813
-2240.0,2241,6362.855935
-100001.0,100001,6552.642885
-70522.0,70523,6687.533389
-100001.0,100001,6877.769754
-100001.0,100001,7066.333639
-100001.0,100001,7255.764619
-100001.0,100001,7445.709598
-100001.0,100001,7636.461182
-2044.0,2045,7640.272167
-100001.0,100001,7829.897592
-1318.0,1319,7831.24778
-23674.0,23675,7876.57283
-100001.0,100001,8066.968675
-14066.0,14067,8093.832454
-33646.0,33647,8156.982613
-25306.0,25307,8204.48474
-100001.0,100001,8395.998329
-7142.0,7143,8410.444373
-100001.0,100001,8601.795133
-100001.0,100001,8786.414754
-5372.0,5373,8797.088212
-29500.0,29501,8852.242034
-88254.0,88255,9018.42101
-100001.0,100001,9206.374828
-100001.0,100001,9396.182327
-22820.0,22821,9439.36114
-25870.0,25871,9488.930216
-100001.0,100001,9678.868908
-4872.0,4873,9687.29509
-100001.0,100001,9877.264162
-71566.0,71567,10012.986967
-31560.0,31561,10072.045979
-5868.0,5869,10083.382828
-100001.0,100001,10273.549144
-100001.0,100001,10464.447726
-16800.0,16801,10496.012298
-33260.0,33261,10558.784823
-100001.0,100001,10749.740308
-1744.0,1745,10753.4579
-24910.0,24911,10800.395007
-1878.0,1879,10804.017549
-100001.0,100001,10992.499674
-100001.0,100001,11183.007112
-80758.0,80759,11336.336653
-886.0,887,11338.978897
-85448.0,85449,11499.8766
-100001.0,100001,11689.807882
-73318.0,73319,11829.02969
-100001.0,100001,12019.183571
-100001.0,100001,12209.626213
-94468.0,94469,12389.448409
-3624.0,3625,12394.920166
-100001.0,100001,12585.488359
-100001.0,100001,12773.362842
-100001.0,100001,12964.616138
-100001.0,100001,13154.940662
-100001.0,100001,13342.985727
-100001.0,100001,13528.875469
-100001.0,100001,13718.869284
-100001.0,100001,13909.559491
-100001.0,100001,14097.422415
-100001.0,100001,14287.337494
-100001.0,100001,14477.434294
-100001.0,100001,14666.245111
-100001.0,100001,14856.99026
-100001.0,100001,15046.175983
-47320.0,47321,15136.046584
-7984.0,7985,15151.216008
-100001.0,100001,15340.777544
-80062.0,80063,15491.268879
-40368.0,40369,15566.692897
-30796.0,30797,15624.876346
-100001.0,100001,15811.707605
-100001.0,100001,15998.991877
-100001.0,100001,16189.668175
-76518.0,76519,16336.74661
-20066.0,20067,16373.432005
-7008.0,7009,16387.589538
-25168.0,25169,16434.861936
-8610.0,8611,16450.721021
-1428.0,1429,16453.919451
-49478.0,49479,16547.358177
-88530.0,88531,16716.012083
-94444.0,94445,16898.134809
-54018.0,54019,17000.511195
-2360.0,2361,17004.730881
-100001.0,100001,17194.966222
-34758.0,34759,17260.655656
-8800.0,8801,17276.819346
-19148.0,19149,17312.376381
-82430.0,82431,17468.272613
-4632.0,4633,17476.489557
-100001.0,100001,17665.844244
-13876.0,13877,17692.19694
-49298.0,49299,17782.98677
-100001.0,100001,17971.486479
-100001.0,100001,18159.83892
-100001.0,100001,18347.06816
-100001.0,100001,18537.328797
-100001.0,100001,18728.002985
-100001.0,100001,18914.220397
-100001.0,100001,19103.67535
-100001.0,100001,19295.404891
-100001.0,100001,19485.70556
-100001.0,100001,19670.963563
-100001.0,100001,19855.245194
-100001.0,100001,20043.051444
-100001.0,100001,20232.570053
-100001.0,100001,20423.4171
-100001.0,100001,20612.535235
-100001.0,100001,20802.205428
-92842.0,92843,20977.999539
-100001.0,100001,21167.114061
-100001.0,100001,21356.420215
-100001.0,100001,21542.33167
-100001.0,100001,21732.939732
-100001.0,100001,21921.620012
-100001.0,100001,22110.501287
-3254.0,3255,22117.221664
-42396.0,42397,22197.702165
-100001.0,100001,22386.275131
-27676.0,27677,22439.708863
-70534.0,70535,22572.970675
-94190.0,94191,22752.072763
-63960.0,63961,22874.695244
-85636.0,85637,23033.810436
-86876.0,86877,23196.402517
-29362.0,29363,23251.047598
-55426.0,55427,23355.282846
-71688.0,71689,23490.011349
-100001.0,100001,23679.129642
-100001.0,100001,23869.23371
-2764.0,2765,23873.907645
-100001.0,100001,24063.367161
-204.0,205,24063.57917
-100001.0,100001,24252.45294
-100001.0,100001,24442.304984
-99946.0,99947,24626.908943
-100001.0,100001,24811.903758
-11084.0,11085,24833.673596
-75216.0,75217,24975.030859
-100001.0,100001,25161.32434
-100001.0,100001,25347.151687
-100001.0,100001,25532.647944
-69722.0,69723,25661.03091
-100001.0,100001,25846.664223
-100001.0,100001,26027.915524
-68000.0,68001,26151.914839
-43234.0,43235,26231.068937
-100001.0,100001,26414.721908
-40240.0,40241,26489.17151
-66498.0,66499,26610.711292
-67360.0,67361,26734.281001
-100001.0,100001,26917.976133
-100001.0,100001,27101.572366
-7728.0,7729,27114.334593
-43406.0,43407,27194.17126
-4542.0,4543,27201.825397
-9250.0,9251,27217.746314
-60646.0,60647,27329.777081
-38256.0,38257,27401.009182
-30006.0,30007,27455.198151
-9020.0,9021,27472.711087
-52580.0,52581,27568.519585
-10922.0,10923,27589.892435
-2620.0,2621,27594.197812
-4518.0,4519,27602.059875
-9116.0,9117,27619.806849
-28968.0,28969,27673.167176
-100001.0,100001,27856.081051
-100001.0,100001,28037.776418
-71236.0,71237,28169.041135
-100001.0,100001,28353.063474
-53938.0,53939,28450.254873
-100001.0,100001,28631.613668
-100001.0,100001,28812.373506
-6514.0,6515,28823.693762
-100001.0,100001,29003.89741
-100001.0,100001,29188.141616
-100001.0,100001,29369.984456
-100001.0,100001,29550.10074
-23572.0,23573,29592.926137
-100001.0,100001,29776.145687
-100001.0,100001,29961.472119
-6358.0,6359,29972.913537
-100001.0,100001,30155.248377
-72254.0,72255,30285.337146
-9688.0,9689,30302.907672
-25574.0,25575,30348.325393
-34476.0,34477,30411.876875
-53816.0,53817,30507.969655
-100001.0,100001,30692.779417
-100001.0,100001,30876.884371
-83752.0,83753,31032.17036
-69592.0,69593,31160.654859
-35986.0,35987,31225.965426
-12078.0,12079,31248.23232
-56466.0,56467,31352.7838
-100001.0,100001,31537.15372
-100001.0,100001,31721.345607
-100001.0,100001,31907.170746
-100001.0,100001,32094.955541
-100001.0,100001,32282.161839
-41146.0,41147,32358.259055
-100001.0,100001,32545.051178
-100001.0,100001,32731.206253
-74442.0,74443,32868.863193
-100001.0,100001,33052.896171
-100001.0,100001,33238.395295
-100001.0,100001,33420.75904
-100001.0,100001,33605.920948
-100001.0,100001,33791.722057
-100001.0,100001,33978.517139
-2780.0,2781,33983.00978
-4298.0,4299,33990.711168
-100001.0,100001,34177.199515
-100001.0,100001,34365.500927
-58520.0,58521,34475.396239
-100001.0,100001,34658.706373
-21140.0,21141,34698.593028
-11002.0,11003,34718.240584
-41066.0,41067,34793.701249
-20826.0,20827,34831.43873
-100001.0,100001,35015.689021
-100001.0,100001,35201.024801
-100001.0,100001,35386.794888
-100001.0,100001,35571.414832
-50336.0,50337,35663.251698
-100001.0,100001,35847.074334
-100001.0,100001,36030.712374
-42130.0,42131,36107.820705
-100001.0,100001,36289.087086
-49666.0,49667,36380.983744
-100001.0,100001,36563.222302
-2550.0,2551,36569.135883
-100001.0,100001,36751.643361
-100001.0,100001,36935.22169
-100001.0,100001,37119.116934
-100001.0,100001,37302.743979
