#{"t_start": 1731878636.6207538, "env_id": "None"}
r,l,t
-6038.0,6039,5.330025
-7188.0,7189,11.332663
-482.0,483,11.55364
-25004.0,25005,31.142233
-8840.0,8841,38.552705
-14168.0,14169,49.76552
-47210.0,47211,86.917786
-51108.0,51109,127.25967
-88498.0,88499,197.02923
-4800.0,4801,200.599134
-27090.0,27091,221.857647
-37622.0,37623,252.02728
-12322.0,12323,261.767739
-36300.0,36301,290.639942
-74390.0,74391,349.152911
-20122.0,20123,365.187003
-27602.0,27603,386.66963
-23686.0,23687,405.672867
-32946.0,32947,431.656208
-24834.0,24835,451.221377
-100001.0,100001,530.502863
-58614.0,58615,576.588251
-9046.0,9047,584.160522
-1578.0,1579,585.56644
-100001.0,100001,664.534644
-3866.0,3867,667.68095
-29630.0,29631,691.587795
-30542.0,30543,716.013073
-14346.0,14347,727.42467
-23628.0,23629,745.870293
-100001.0,100001,825.392144
-100001.0,100001,905.030574
-33432.0,33433,931.428205
-48918.0,48919,970.580041
-53314.0,53315,1013.102918
-34614.0,34615,1040.797808
-44452.0,44453,1076.473427
-100001.0,100001,1156.324555
-100001.0,100001,1235.836502
-91738.0,91739,1309.205644
-62058.0,62059,1358.453189
-28642.0,28643,1381.289559
-11160.0,11161,1390.570978
-17768.0,17769,1404.972096
-6626.0,6627,1410.102596
-16604.0,16605,1423.311435
-8490.0,8491,1429.998933
-2960.0,2961,1432.725639
-39554.0,39555,1464.094269
-15646.0,15647,1476.160915
-17100.0,17101,1490.248044
-44274.0,44275,1525.144258
-7184.0,7185,1531.219426
-13762.0,13763,1542.433785
-3674.0,3675,1544.83812
-3376.0,3377,1547.756567
-25860.0,25861,1568.59463
-30400.0,30401,1592.862873
-1384.0,1385,1593.50665
-5920.0,5921,1598.276604
-3860.0,3861,1601.426592
-20360.0,20361,1617.654902
-29972.0,29973,1641.741315
-10248.0,10249,1649.872032
-826.0,827,1650.261152
-17056.0,17057,1663.613772
-6126.0,6127,1668.504093
-50828.0,50829,1709.154019
-100001.0,100001,1788.93751
-100001.0,100001,1868.788311
-358.0,359,1868.960943
-13118.0,13119,1879.13704
-5242.0,5243,1883.599636
-40846.0,40847,1916.032506
-28578.0,28579,1938.723759
-25254.0,25255,1958.561466
-1394.0,1395,1959.878758
-15690.0,15691,1972.581348
-7022.0,7023,1977.856639
-14084.0,14085,1989.126456
-14900.0,14901,2000.785594
-23972.0,23973,2020.028002
-4258.0,4259,2023.360551
-5704.0,5705,2028.031424
-3322.0,3323,2030.253864
-9352.0,9353,2037.956191
-4754.0,4755,2041.526059
-6192.0,6193,2046.437258
-4652.0,4653,2050.612698
-19272.0,19273,2065.645234
-20550.0,20551,2081.939312
-2092.0,2093,2083.581361
-1194.0,1195,2084.801712
-6130.0,6131,2089.676816
-100001.0,100001,2168.459061
-35688.0,35689,2197.098015
-54034.0,54035,2239.706977
-14306.0,14307,2251.085651
-1902.0,1903,2252.643922
-52808.0,52809,2294.737009
-834.0,835,2295.125733
-20788.0,20789,2311.537643
-18532.0,18533,2326.877725
-9244.0,9245,2333.877992
-10462.0,10463,2342.104321
-100001.0,100001,2421.562202
-35880.0,35881,2449.677897
-71630.0,71631,2506.550989
-27060.0,27061,2528.57222
-37082.0,37083,2557.909529
-14228.0,14229,2569.241142
-48250.0,48251,2607.192277
-41088.0,41089,2639.782814
-35304.0,35305,2668.322352
-13570.0,13571,2678.682249
-6584.0,6585,2683.773513
-13534.0,13535,2694.769452
