#{"t_start": 1731635696.5271988, "env_id": "None"}
r,l,t
-11246.0,11247,9.902457
-8932.0,8933,16.76993
-5332.0,5333,21.272182
-12978.0,12979,31.335557
-9934.0,9935,39.320368
-11802.0,11803,48.831357
-19158.0,19159,63.804689
-1454.0,1455,65.16832
-86.0,87,65.208733
-17474.0,17475,79.421438
-3702.0,3703,81.812597
-8264.0,8265,88.349298
-7826.0,7827,94.689188
-3884.0,3885,97.856327
-2916.0,2917,100.576183
-2800.0,2801,102.551005
-4632.0,4633,106.045965
-3074.0,3075,108.830045
-4498.0,4499,112.265285
-13998.0,13999,123.488811
-9178.0,9179,130.446227
-1972.0,1973,132.034995
-8604.0,8605,138.72697
-1118.0,1119,139.92315
-11066.0,11067,148.422165
-426.0,427,149.301208
-11042.0,11043,157.814587
-1148.0,1149,158.344728
-8740.0,8741,165.807254
-4054.0,4055,169.152142
-2182.0,2183,170.89038
-4110.0,4111,174.25714
-2856.0,2857,176.321737
-8970.0,8971,184.115227
-5056.0,5057,187.906713
-6706.0,6707,193.164015
-7634.0,7635,199.582008
-2524.0,2525,201.469172
-17040.0,17041,215.83535
-19186.0,19187,231.194857
-9230.0,9231,238.336002
-3000.0,3001,241.157574
-1002.0,1003,241.624765
-29268.0,29269,266.066445
-1450.0,1451,266.736707
-13310.0,13311,277.632256
-8864.0,8865,284.54288
-46.0,47,284.564855
-4660.0,4661,288.827212
-526.0,527,289.071932
-264.0,265,289.195392
-23954.0,23955,308.747882
-20696.0,20697,325.321721
-34926.0,34927,353.444546
-100001.0,100001,434.412265
-10654.0,10655,442.868314
-13874.0,13875,454.203785
-7476.0,7477,459.77312
-9698.0,9699,467.781988
-2950.0,2951,469.851227
-5198.0,5199,474.376639
-190.0,191,474.465647
-7554.0,7555,480.95567
-6194.0,6195,485.942335
-16004.0,16005,498.937797
-11410.0,11411,507.733568
-3158.0,3159,510.603933
-14956.0,14957,522.439036
-6582.0,6583,527.599805
-5262.0,5263,532.151831
-30772.0,30773,556.947428
-4912.0,4913,560.629834
-18842.0,18843,575.933419
-23144.0,23145,595.077385
-10692.0,10693,603.547245
-20122.0,20123,619.880851
-1690.0,1691,621.373517
-45536.0,45537,657.890897
-17246.0,17247,671.605683
-23196.0,23197,690.722178
-16072.0,16073,702.916167
-3588.0,3589,705.932617
-588.0,589,706.20339
-6350.0,6351,711.857128
-4492.0,4493,715.282016
-38322.0,38323,745.031069
-3312.0,3313,747.887612
-8694.0,8695,754.58911
-7824.0,7825,760.877558
-486.0,487,761.112434
-2856.0,2857,763.792365
-34900.0,34901,791.231464
-19852.0,19853,807.052823
-518.0,519,807.290477
-7652.0,7653,812.810677
-4314.0,4315,816.805704
-2222.0,2223,818.492571
-5260.0,5261,822.247862
-5584.0,5585,826.80665
-9032.0,9033,833.624004
-6816.0,6817,839.423532
-9358.0,9359,846.393146
-2884.0,2885,849.066417
-16848.0,16849,862.211077
-3584.0,3585,865.204079
-14420.0,14421,876.453424
-900.0,901,876.863218
-26650.0,26651,897.710254
-19794.0,19795,913.456244
-36212.0,36213,942.067269
-57710.0,57711,987.217022
-666.0,667,987.520028
-9718.0,9719,995.314691
-6128.0,6129,1000.127345
-924.0,925,1000.54916
-19150.0,19151,1015.97873
-14602.0,14603,1027.369644
-6592.0,6593,1032.400722
-7814.0,7815,1038.668349
-3432.0,3433,1040.911788
-6426.0,6427,1046.582717
-954.0,955,1047.019967
-2390.0,2391,1048.792348
-25162.0,25163,1068.332095
-13920.0,13921,1079.386587
-17258.0,17259,1093.334799
-22340.0,22341,1110.920439
-11160.0,11161,1119.399107
-160.0,161,1119.472846
-15470.0,15471,1131.942882
-1338.0,1339,1132.554671
-540.0,541,1133.483469
-5986.0,5987,1138.255074
-29502.0,29503,1161.144027
-18300.0,18301,1175.555878
-5118.0,5119,1179.235994
-4420.0,4421,1183.279999
