#{"t_start": 1731551708.720288, "env_id": "None"}
r,l,t
-34684.0,34685,27.956291
-17840.0,17841,42.292684
-18836.0,18837,57.099735
-100001.0,100001,136.494749
-60314.0,60315,184.648954
-100001.0,100001,263.260647
-34454.0,34455,290.573982
-100001.0,100001,369.52914
-74776.0,74777,428.748557
-17434.0,17435,442.125692
-13494.0,13495,453.031266
-37726.0,37727,482.450419
-94866.0,94867,556.913123
-8600.0,8601,564.22554
-40532.0,40533,595.619578
-23708.0,23709,614.621654
-100001.0,100001,693.738883
-68658.0,68659,747.626161
-40856.0,40857,779.956849
-100001.0,100001,859.913357
-100001.0,100001,939.880669
-11602.0,11603,949.382376
-100001.0,100001,1028.566877
-43608.0,43609,1063.503399
-26472.0,26473,1084.345785
-100001.0,100001,1162.912657
-28226.0,28227,1184.540975
-5448.0,5449,1189.049054
-13494.0,13495,1199.920523
-8366.0,8367,1206.41873
-1252.0,1253,1206.988611
-29436.0,29437,1230.450869
-83594.0,83595,1295.317913
-18090.0,18091,1309.560926
-54290.0,54291,1352.221897
-60448.0,60449,1399.035691
-100001.0,100001,1477.379854
-100001.0,100001,1555.896102
-20414.0,20415,1571.971344
-89612.0,89613,1643.191313
-100001.0,100001,1722.525161
-100001.0,100001,1801.102217
-16374.0,16375,1814.052723
-56886.0,56887,1859.233721
-28722.0,28723,1881.930166
-100001.0,100001,1961.09837
-100001.0,100001,2040.18492
-63232.0,63233,2090.244986
-100001.0,100001,2169.46242
-100001.0,100001,2247.9369
-14168.0,14169,2259.181167
-100001.0,100001,2338.338532
-6366.0,6367,2343.294739
-100001.0,100001,2422.385054
-28996.0,28997,2445.196032
-12264.0,12265,2454.891797
-32324.0,32325,2480.570002
-21404.0,21405,2497.180599
-100001.0,100001,2576.319766
-6644.0,6645,2581.393798
-6278.0,6279,2586.985694
-100001.0,100001,2665.686354
-100001.0,100001,2745.116544
-100001.0,100001,2824.474918
-100001.0,100001,2903.715945
-100001.0,100001,2982.647804
-100001.0,100001,3061.717541
-15934.0,15935,3073.767034
-100001.0,100001,3152.891893
-68742.0,68743,3207.550254
-39718.0,39719,3238.720952
-100001.0,100001,3317.988503
-100001.0,100001,3397.212198
-22130.0,22131,3414.841353
-62130.0,62131,3463.747684
-100001.0,100001,3542.875603
-100001.0,100001,3622.055275
-40442.0,40443,3653.524435
-53598.0,53599,3695.849633
-65466.0,65467,3747.738195
-3734.0,3735,3750.819686
-100001.0,100001,3830.087062
-100001.0,100001,3909.471729
-100001.0,100001,3988.873302
-100001.0,100001,4068.300494
-17194.0,17195,4081.661048
-100001.0,100001,4161.077125
-82984.0,82985,4226.487814
-100001.0,100001,4305.829259
-65970.0,65971,4357.975861
-100001.0,100001,4437.199136
-43536.0,43537,4471.461759
-100001.0,100001,4550.710338
-53288.0,53289,4592.934819
-67408.0,67409,4646.396847
-24842.0,24843,4665.970598
-100001.0,100001,4745.29638
-8916.0,8917,4752.791649
-100001.0,100001,4831.39073
-100001.0,100001,4910.672253
-100001.0,100001,4990.001778
-27874.0,27875,5012.329926
-100001.0,100001,5090.929915
-76778.0,76779,5152.013671
-100001.0,100001,5231.166689
-40846.0,40847,5263.449218
-36662.0,36663,5292.508561
-10072.0,10073,5300.514626
-18868.0,18869,5315.273286
-2936.0,2937,5317.295209
-100001.0,100001,5396.409807
-100001.0,100001,5475.519092
-90692.0,90693,5546.988298
-4332.0,4333,5550.335602
-13840.0,13841,5561.437531
-90344.0,90345,5632.721304
-40710.0,40711,5664.964256
-100001.0,100001,5744.052464
-100001.0,100001,5823.18325
-100001.0,100001,5901.58296
-34086.0,34087,5928.759577
-100001.0,100001,6007.827764
-16488.0,16489,6020.808158
-100001.0,100001,6099.831115
-21718.0,21719,6116.552202
-100001.0,100001,6195.571507
-100001.0,100001,6274.630898
-33862.0,33863,6301.700055
-100001.0,100001,6380.064584
-60690.0,60691,6428.239827
-100001.0,100001,6507.294649
-100001.0,100001,6586.378295
-47086.0,47087,6623.551744
-22382.0,22383,6641.279831
-95542.0,95543,6716.250447
-100001.0,100001,6795.291458
-100001.0,100001,6874.264307
-100001.0,100001,6953.250495
-100001.0,100001,7032.629528
-100001.0,100001,7111.290476
-65054.0,65055,7163.017257
-100001.0,100001,7242.026716
-100001.0,100001,7319.603266
-100001.0,100001,7398.185777
-82512.0,82513,7462.682651
-78086.0,78087,7523.883247
-98030.0,98031,7600.966676
-71308.0,71309,7657.290573
-78710.0,78711,7719.086505
-24786.0,24787,7738.498845
-35890.0,35891,7767.031689
-2772.0,2773,7768.972449
-16872.0,16873,7782.068373
-13534.0,13535,7792.964833
-6914.0,6915,7798.143518
-60476.0,60477,7846.06075
-1090.0,1091,7847.240583
-33024.0,33025,7873.194193
-33038.0,33039,7899.120764
