#{"t_start": 1731534969.3159533, "env_id": "None"}
r,l,t
-2992.0,2993,3.105651
-2278.0,2279,4.845731
-1548.0,1549,6.25073
-4972.0,4973,9.921715
-4766.0,4767,14.169038
-168.0,169,14.248484
-3986.0,3987,17.454595
-3804.0,3805,19.91212
-9108.0,9109,27.53985
-244.0,245,27.654503
-12350.0,12351,37.467331
-12.0,13,37.473655
-5908.0,5909,42.252685
-8648.0,8649,48.988173
-3114.0,3115,51.803382
-7686.0,7687,57.409942
-6924.0,6925,63.34421
-10922.0,10923,71.825627
-2534.0,2535,73.687128
-434.0,435,74.561359
-2178.0,2179,76.254593
-898.0,899,76.67426
-21952.0,21953,94.370458
-2358.0,2359,96.146526
-1242.0,1243,97.402271
-458.0,459,97.61811
-2740.0,2741,99.575924
-4172.0,4173,102.880454
-7478.0,7479,109.08489
-470.0,471,109.306984
-5824.0,5825,114.052834
-4416.0,4417,117.472488
-836.0,837,117.866277
-14354.0,14355,130.009918
-780.0,781,130.37614
-4472.0,4473,133.812879
-3308.0,3309,136.720416
-12668.0,12669,146.672976
-24294.0,24295,166.115741
-8570.0,8571,172.825214
-17350.0,17351,186.370455
-14594.0,14595,198.615514
-29472.0,29473,221.908203
-22342.0,22343,239.808242
-8992.0,8993,246.715916
-22298.0,22299,264.562644
-3668.0,3669,267.627131
-4856.0,4857,271.245733
-26738.0,26739,292.570467
-2534.0,2535,295.111814
-7224.0,7225,300.550736
-3472.0,3473,303.534703
-2978.0,2979,305.603843
-9050.0,9051,313.250045
-16480.0,16481,326.388558
-2398.0,2399,328.190316
-10432.0,10433,336.467562
-8564.0,8565,343.207015
-4012.0,4013,346.446898
-12116.0,12117,356.202005
-4154.0,4155,359.511699
-2612.0,2613,361.419013
-18694.0,18695,376.269963
-8674.0,8675,383.705859
-1236.0,1237,384.284836
-12808.0,12809,395.018252
-5278.0,5279,398.853828
-17082.0,17083,412.283236
-4004.0,4005,415.52009
-17864.0,17865,429.955685
-5878.0,5879,434.73213
-9216.0,9217,442.429152
-594.0,595,442.709088
-188.0,189,442.797706
-2110.0,2111,444.461912
-15822.0,15823,457.314183
-18362.0,18363,471.949063
-25196.0,25197,491.731218
-8310.0,8311,498.281746
-748.0,749,498.631757
-7500.0,7501,504.810488
-6554.0,6555,509.877018
-188.0,189,509.965456
-8352.0,8353,516.531875
-6336.0,6337,521.492021
-296.0,297,522.298044
-3170.0,3171,524.450989
-402.0,403,524.639023
-7018.0,7019,530.574795
-1756.0,1757,532.061142
-1318.0,1319,532.675282
-4496.0,4497,536.115744
-4458.0,4459,540.202124
-7206.0,7207,545.565523
-4858.0,4859,549.833338
-496.0,497,550.064052
-12644.0,12645,560.115914
-258.0,259,560.237789
-25008.0,25009,580.214762
-4784.0,4785,584.519428
-6430.0,6431,589.59185
-5880.0,5881,594.395297
-2938.0,2939,596.457943
-5044.0,5045,600.859521
-998.0,999,601.33247
-7276.0,7277,607.471823
-7520.0,7521,613.048141
-4970.0,4971,617.415224
-1940.0,1941,619.000973
-2532.0,2533,620.875779
-1842.0,1843,622.427073
-8716.0,8717,629.240558
-2864.0,2865,631.261302
-4138.0,4139,634.559534
-134.0,135,635.296905
-4260.0,4261,638.65454
-616.0,617,638.945094
-1214.0,1215,640.188298
-2548.0,2549,642.065488
-1698.0,1699,643.54334
-4934.0,4935,647.213183
-1822.0,1823,648.745347
-11276.0,11277,657.430183
-11676.0,11677,667.010434
-1260.0,1261,668.29271
-756.0,757,668.650311
-1140.0,1141,669.871893
-1516.0,1517,670.588982
-958.0,959,671.7204
-3162.0,3163,673.897449
-62.0,63,673.927289
-886.0,887,675.031946
-812.0,813,675.417743
-626.0,627,676.39629
-3276.0,3277,678.623564
-2930.0,2931,681.366854
-3166.0,3167,683.545417
-5520.0,5521,688.181162
-5098.0,5099,691.949111
-1948.0,1949,693.544767
-212.0,213,693.645705
-986.0,987,694.787648
-162.0,163,694.864506
-316.0,317,695.014333
-2236.0,2237,696.755636
-1700.0,1701,698.235392
-1708.0,1709,699.719078
-1152.0,1153,700.260478
-13296.0,13297,711.297145
-1186.0,1187,711.859515
-218.0,219,712.643156
-5420.0,5421,716.569318
-5016.0,5017,720.986136
-108.0,109,721.038101
-728.0,729,721.382219
-2692.0,2693,723.344057
-5312.0,5313,727.901451
-812.0,813,728.284165
-446.0,447,729.179972
-3776.0,3777,731.649176
-1950.0,1951,733.257689
-1758.0,1759,734.769631
-1194.0,1195,736.013935
-1494.0,1495,737.399781
-1320.0,1321,738.022855
-1854.0,1855,739.583622
-1368.0,1369,740.91203
-2692.0,2693,742.86508
-602.0,603,743.150651
-7466.0,7467,749.417412
-5238.0,5239,753.929786
-498.0,499,754.164698
-474.0,475,754.388489
-2394.0,2395,756.202095
-2222.0,2223,757.928552
-4116.0,4117,761.236447
-2486.0,2487,763.779967
