#{"t_start": 1731464347.9326363, "env_id": "None"}
r,l,t
-46496.0,46497,38.598763
-20674.0,20675,55.003666
-2156.0,2157,56.686066
-24858.0,24859,76.360386
-29422.0,29423,100.047103
-20340.0,20341,115.935021
-3708.0,3709,118.910854
-23670.0,23671,136.726653
-74516.0,74517,194.356163
-56660.0,56661,237.437148
-11754.0,11755,246.619033
-17162.0,17163,259.55889
-13296.0,13297,270.103492
-33684.0,33685,295.713951
-21086.0,21087,312.348563
-23798.0,23799,330.215323
-82334.0,82335,393.428001
-90740.0,90741,463.556398
-87110.0,87111,530.401147
-3076.0,3077,533.089535
-21082.0,21083,549.193202
-42992.0,42993,582.72937
-51628.0,51629,622.433652
-8182.0,8183,628.745395
-28150.0,28151,650.693689
-1208.0,1209,651.889569
-3012.0,3013,653.924299
-968.0,969,655.008261
-2582.0,2583,656.839476
-12524.0,12525,666.454425
-45208.0,45209,703.048404
-12004.0,12005,712.922304
-6404.0,6405,717.778081
-51358.0,51359,757.461972
-100001.0,100001,834.665568
-49520.0,49521,872.787406
-100001.0,100001,950.440243
-100001.0,100001,1028.157392
-79180.0,79181,1089.219747
-14748.0,14749,1101.225609
-84910.0,84911,1166.853279
-6254.0,6255,1171.685217
-26394.0,26395,1192.3321
-100001.0,100001,1271.323714
-7002.0,7003,1276.521346
-100001.0,100001,1356.048699
-100001.0,100001,1436.898493
-100001.0,100001,1517.15753
-16438.0,16439,1530.291996
-86454.0,86455,1601.215437
-45182.0,45183,1640.204017
-100001.0,100001,1722.295726
-27166.0,27167,1744.417769
-4304.0,4305,1747.870857
-70128.0,70129,1804.834287
-61346.0,61347,1854.654967
-36968.0,36969,1884.486131
-100001.0,100001,1965.655288
-100001.0,100001,2046.80737
-67520.0,67521,2102.215815
-100001.0,100001,2184.899905
-90736.0,90737,2259.370262
-100001.0,100001,2341.497913
-100001.0,100001,2423.527149
-17510.0,17511,2437.458161
-100001.0,100001,2520.350852
-100001.0,100001,2602.407197
-100001.0,100001,2682.860258
-100001.0,100001,2763.323314
-100001.0,100001,2843.823313
-100001.0,100001,2923.579432
-100001.0,100001,3003.902783
-52678.0,52679,3046.429287
-100001.0,100001,3126.973162
-100001.0,100001,3207.671957
-98256.0,98257,3286.642693
-70204.0,70205,3343.347513
-100001.0,100001,3422.836126
-94166.0,94167,3496.032186
-100001.0,100001,3574.364877
-5744.0,5745,3579.116178
-11168.0,11169,3588.560484
-10658.0,10659,3597.012265
-100001.0,100001,3677.152056
-67978.0,67979,3731.216533
-73534.0,73535,3788.109267
-100001.0,100001,3865.360712
-100001.0,100001,3942.754275
-46910.0,46911,3978.572297
-100001.0,100001,4058.181139
-39970.0,39971,4089.402941
-14808.0,14809,4100.713212
-53978.0,53979,4142.336076
-72664.0,72665,4198.889014
-7080.0,7081,4204.072975
-3680.0,3681,4207.050087
-21364.0,21365,4223.94222
-9550.0,9551,4230.905266
-26102.0,26103,4251.279169
-12528.0,12529,4260.906305
-9762.0,9763,4268.605737
-100001.0,100001,4346.101336
-70410.0,70411,4400.40278
-35702.0,35703,4427.801427
-100001.0,100001,4505.376136
-65560.0,65561,4556.046906
-14248.0,14249,4567.034216
-100001.0,100001,4643.56855
-100001.0,100001,4720.159772
-73152.0,73153,4776.34857
-100001.0,100001,4852.334686
-100001.0,100001,4928.610759
-43846.0,43847,4969.987323
-67096.0,67097,5031.222813
-4628.0,4629,5035.970259
-100001.0,100001,5129.86128
-12598.0,12599,5141.381103
-57760.0,57761,5194.757314
-100001.0,100001,5287.825242
-37818.0,37819,5322.091982
-81614.0,81615,5395.829721
-100001.0,100001,5480.343441
-100001.0,100001,5565.411493
-100001.0,100001,5650.557564
-61852.0,61853,5702.761747
-22060.0,22061,5721.581446
-41576.0,41577,5756.197677
-100001.0,100001,5839.837737
-100001.0,100001,5922.861242
-100001.0,100001,6006.672246
-31568.0,31569,6033.52671
-21464.0,21465,6051.16483
-45788.0,45789,6089.881328
-50280.0,50281,6131.591946
-100001.0,100001,6215.332663
-72206.0,72207,6275.438808
-30476.0,30477,6301.105733
-8456.0,8457,6308.069824
-24266.0,24267,6328.378445
-45876.0,45877,6366.347362
-41516.0,41517,6401.747249
-8642.0,8643,6408.777418
-32738.0,32739,6436.059911
-2410.0,2411,6437.9429
-51362.0,51363,6480.941177
-60768.0,60769,6531.832746
-34176.0,34177,6560.671915
-100001.0,100001,6643.437156
-24720.0,24721,6663.98199
-9064.0,9065,6671.969787
-14382.0,14383,6683.953374
-4928.0,4929,6687.762693
-100001.0,100001,6771.62935
-86308.0,86309,6843.727479
-69768.0,69769,6902.100795
-5032.0,5033,6906.768577
-100001.0,100001,6990.568767
-100001.0,100001,7073.263096
-7234.0,7235,7079.623899
-67012.0,67013,7135.654368
-100001.0,100001,7219.042492
-84798.0,84799,7289.465092
-76680.0,76681,7353.071136
-100001.0,100001,7436.413928
-48600.0,48601,7477.360656
-100001.0,100001,7560.926118
-57974.0,57975,7608.886212
-25630.0,25631,7630.649543
-55036.0,55037,7675.71673
-42490.0,42491,7711.446235
-100001.0,100001,7795.401855
-15078.0,15079,7807.707551
-65794.0,65795,7863.534628
-2352.0,2353,7865.389094
-100001.0,100001,7949.676327
-100001.0,100001,8033.138602
-100001.0,100001,8117.350786
