#{"t_start": 1731647409.9815347, "env_id": "None"}
r,l,t
-27378.0,27379,22.831369
-100001.0,100001,103.205391
-100001.0,100001,184.126444
-56746.0,56747,229.48753
-19338.0,19339,245.493249
-4316.0,4317,248.910546
-3702.0,3703,252.031302
-21882.0,21883,269.232847
-7024.0,7025,275.303234
-67684.0,67685,329.988895
-6408.0,6409,335.076767
-60520.0,60521,383.54482
-95664.0,95665,460.934221
-13140.0,13141,471.933664
-28402.0,28403,494.140547
-9118.0,9119,501.801236
-90018.0,90019,573.767329
-100001.0,100001,653.82712
-100001.0,100001,733.823703
-73082.0,73083,792.99314
-100001.0,100001,874.12489
-100001.0,100001,955.101593
-11162.0,11163,963.804824
-36016.0,36017,993.401368
-1780.0,1781,994.932219
-7880.0,7881,1001.401175
-11006.0,11007,1010.049155
-18018.0,18019,1024.742333
-24164.0,24165,1044.348959
-95562.0,95563,1121.906584
-38112.0,38113,1153.574965
-42152.0,42153,1188.048566
-716.0,717,1189.230773
-22416.0,22417,1207.711493
-5152.0,5153,1211.595795
-83474.0,83475,1280.793145
-46752.0,46753,1319.423886
-77158.0,77159,1382.940475
-81624.0,81625,1450.415882
-9884.0,9885,1458.83801
-100001.0,100001,1541.658046
-36466.0,36467,1572.069838
-100001.0,100001,1654.269839
-100001.0,100001,1734.335684
-18114.0,18115,1749.168105
-100001.0,100001,1829.817673
-2548.0,2549,1831.706058
-90954.0,90955,1905.444085
-12490.0,12491,1915.615088
-2486.0,2487,1917.499935
-29608.0,29609,1942.168199
-54352.0,54353,1987.341481
-23596.0,23597,2007.455513
-100001.0,100001,2090.798423
-8162.0,8163,2097.638566
-97026.0,97027,2179.54825
-32342.0,32343,2206.782189
-32020.0,32021,2233.156587
-11210.0,11211,2242.964946
-100001.0,100001,2326.981462
-100001.0,100001,2410.12445
-100001.0,100001,2493.680046
-87874.0,87875,2567.337168
-4896.0,4897,2571.879739
-56662.0,56663,2618.870364
-7900.0,7901,2625.588137
-76206.0,76207,2689.277036
-68486.0,68487,2747.071584
-15262.0,15263,2759.522815
-83708.0,83709,2829.749281
-5738.0,5739,2834.688513
-25098.0,25099,2855.501934
-76068.0,76069,2919.067356
-12148.0,12149,2929.283328
-100001.0,100001,3013.143407
-100001.0,100001,3096.445825
-100001.0,100001,3179.716258
-45100.0,45101,3217.180113
-100001.0,100001,3299.777569
-70176.0,70177,3358.628411
-100001.0,100001,3441.845224
-100001.0,100001,3524.290147
-100001.0,100001,3607.455585
-100001.0,100001,3690.615561
-57988.0,57989,3738.627393
-34522.0,34523,3767.460067
-44230.0,44231,3804.666087
-53520.0,53521,3849.204728
-7332.0,7333,3855.623768
-36684.0,36685,3885.56187
-32408.0,32409,3912.700196
-4076.0,4077,3916.10418
-67836.0,67837,3972.631443
-1162.0,1163,3973.916504
-11888.0,11889,3983.989178
-25018.0,25019,4004.652772
-9036.0,9037,4011.861166
-52494.0,52495,4055.908971
-40996.0,40997,4090.009099
-19334.0,19335,4105.75106
-45502.0,45503,4144.16979
-2226.0,2227,4145.954341
-1208.0,1209,4146.528351
-55120.0,55121,4192.289557
-29440.0,29441,4217.190542
-4908.0,4909,4220.987823
-12366.0,12367,4231.233213
-1316.0,1317,4232.583411
-69220.0,69221,4290.062153
-18568.0,18569,4305.421207
-9856.0,9857,4313.012611
-1836.0,1837,4314.604262
-4740.0,4741,4319.041087
-12620.0,12621,4329.378836
-31122.0,31123,4354.999289
-26912.0,26913,4377.182891
-94844.0,94845,4455.386433
-100001.0,100001,4538.235869
-100001.0,100001,4621.137452
