#{"t_start": 1731536048.1197078, "env_id": "None"}
r,l,t
-3534.0,3535,3.515112
-224.0,225,3.619107
-1246.0,1247,4.883829
-8038.0,8039,11.35567
-2084.0,2085,13.008988
-5016.0,5017,16.703591
-842.0,843,17.783828
-446.0,447,17.990128
-11140.0,11141,26.539703
-3048.0,3049,29.322963
-2096.0,2097,30.975941
-8338.0,8339,37.774009
-3066.0,3067,39.986827
-1422.0,1423,41.446361
-6352.0,6353,46.475407
-9448.0,9449,54.299724
-3696.0,3697,57.384976
-5802.0,5803,62.147344
-3650.0,3651,64.531347
-21096.0,21097,81.928114
-7724.0,7725,87.622361
-2082.0,2083,89.275864
-2832.0,2833,91.974454
-11210.0,11211,100.694696
-58.0,59,100.722683
-1042.0,1043,101.888745
-10702.0,10703,110.226707
-1046.0,1047,111.385115
-1426.0,1427,112.043904
-11270.0,11271,121.439799
-8652.0,8653,128.159827
-4026.0,4027,131.372495
-11110.0,11111,139.85346
-10024.0,10025,147.907715
-4450.0,4451,151.315085
-3034.0,3035,154.070546
-6764.0,6765,159.257115
-16652.0,16653,172.455369
-4670.0,4671,176.678056
-4634.0,4635,180.195594
-3468.0,3469,183.176559
-404.0,405,183.364623
-6482.0,6483,188.418934
-12526.0,12527,198.331527
-3740.0,3741,201.454432
-590.0,591,201.728875
-1950.0,1951,203.31813
-5824.0,5825,208.083012
-3364.0,3365,211.019768
-1080.0,1081,211.522379
-10448.0,10449,219.830825
-214.0,215,219.932554
-14448.0,14449,231.456701
-7774.0,7775,237.817857
-258.0,259,237.937362
-1114.0,1115,239.134882
-6940.0,6941,244.410422
-3850.0,3851,247.563963
-524.0,525,247.806926
-652.0,653,248.791267
-146.0,147,248.86023
-1456.0,1457,250.232832
-262.0,263,250.354287
-1378.0,1379,250.9916
-4854.0,4855,255.306064
-1196.0,1197,255.866616
-170.0,171,255.946502
-2462.0,2463,258.451643
-310.0,311,258.597252
-10162.0,10163,266.728165
-436.0,437,266.931489
-3836.0,3837,270.199703
-1946.0,1947,271.903467
-3634.0,3635,274.395937
-2674.0,2675,277.230803
-7762.0,7763,283.815981
-4226.0,4227,287.136315
-370.0,371,287.308728
-2806.0,2807,289.294314
-2248.0,2249,291.01387
-776.0,777,292.056562
-2756.0,2757,294.022251
-406.0,407,294.211134
-2988.0,2989,296.955204
-464.0,465,297.170466
-1146.0,1147,297.699389
-2784.0,2785,300.353843
-1326.0,1327,300.969213
-568.0,569,301.917039
-74.0,75,301.952175
-5330.0,5331,305.787978
-1322.0,1323,307.083815
-4000.0,4001,310.30497
-6914.0,6915,315.785934
-3750.0,3751,319.118681
-808.0,809,320.289221
-6832.0,6833,325.758206
-2210.0,2211,327.475239
-4098.0,4099,330.746413
-5702.0,5703,335.436168
-5608.0,5609,340.092015
-5406.0,5407,343.964376
-4414.0,4415,347.382981
-2960.0,2961,350.139724
-776.0,777,350.500881
-2152.0,2153,352.191542
-5812.0,5813,356.964617
-5398.0,5399,361.523771
-7656.0,7657,367.138149
-1190.0,1191,368.381329
-11916.0,11917,377.999629
-5744.0,5745,382.6784
-2084.0,2085,384.308332
-9210.0,9211,391.23554
-1440.0,1441,392.584662
-4172.0,4173,395.864166
-278.0,279,395.994101
-2778.0,2779,397.968068
-4306.0,4307,401.336337
-6648.0,6649,407.157709
-6662.0,6663,412.294232
-7850.0,7851,418.66583
-4382.0,4383,422.063677
-9818.0,9819,430.024835
-266.0,267,430.149441
-2166.0,2167,431.843605
-1314.0,1315,433.146203
-2042.0,2043,434.777607
-5426.0,5427,438.660121
-1086.0,1087,439.924447
-1528.0,1529,440.686666
-230.0,231,441.639269
-4574.0,4575,445.420799
-1992.0,1993,447.170919
-356.0,357,447.34849
-942.0,943,447.835112
-3056.0,3057,450.869829
-6536.0,6537,455.983922
-4594.0,4595,459.431247
-894.0,895,460.510417
-2928.0,2929,462.522738
-942.0,943,463.625076
-1140.0,1141,464.148107
-1170.0,1171,465.355169
-1262.0,1263,465.934791
-872.0,873,467.004724
-3346.0,3347,469.878855
-74.0,75,469.913504
-798.0,799,470.279079
-626.0,627,470.566485
-428.0,429,470.763806
-1904.0,1905,472.337971
-3806.0,3807,475.561778
-5556.0,5557,480.177006
-3928.0,3929,483.350934
-6360.0,6361,488.332757
-1924.0,1925,489.907887
-1850.0,1851,491.439876
-3344.0,3345,493.660673
-200.0,201,494.439274
-4148.0,4149,497.713535
-2580.0,2581,499.579709
-4820.0,4821,503.15463
-2216.0,2217,504.853037
-3132.0,3133,507.653414
-1050.0,1051,508.137391
-286.0,287,508.269596
-3728.0,3729,511.358228
-1654.0,1655,512.797793
-3604.0,3605,515.81743
-562.0,563,516.075549
-7266.0,7267,522.138889
-1320.0,1321,522.744152
-3920.0,3921,525.906551
-2020.0,2021,527.519444
-520.0,521,527.759048
-1400.0,1401,529.090128
-7952.0,7953,535.524539
-6996.0,6997,540.813925
-3658.0,3659,543.887623
-8410.0,8411,550.521036
-1646.0,1647,551.970004
-1400.0,1401,553.296117
-6330.0,6331,558.254138
-2190.0,2191,559.946132
-4856.0,4857,563.547829
-388.0,389,564.407771
-2522.0,2523,566.255603
-468.0,469,566.472014
-918.0,919,566.896641
-238.0,239,567.682522
-154.0,155,567.754491
-1222.0,1223,568.326401
-1490.0,1491,569.695148
-6966.0,6967,574.966993
-2808.0,2809,577.631026
-2406.0,2407,579.42502
-6626.0,6627,584.534837
-1686.0,1687,586.002754
-7824.0,7825,592.348174
-1406.0,1407,593.684765
-436.0,437,593.88695
-9570.0,9571,601.032703
-9414.0,9415,608.785272
-1074.0,1075,609.963151
-1744.0,1745,610.767422
-2414.0,2415,613.24731
-94.0,95,613.291385
-3822.0,3823,615.733726
-1486.0,1487,617.10507
-3400.0,3401,620.043627
-336.0,337,620.200312
-5798.0,5799,624.929192
-3458.0,3459,627.900642
