#{"t_start": 1731447699.9265392, "env_id": "None"}
r,l,t
-4916.0,4917,4.797315
-2206.0,2207,6.515736
-2672.0,2673,8.457736
-468.0,469,9.358573
-492.0,493,9.58981
-734.0,735,9.937622
-1398.0,1399,11.2727
-1386.0,1387,11.924711
-1382.0,1383,13.249326
-2502.0,2503,15.113607
-1212.0,1213,16.366254
-646.0,647,16.670709
-148.0,149,16.742007
-154.0,155,16.814575
-570.0,571,17.762684
-3724.0,3725,20.862923
-2198.0,2199,22.571012
-418.0,419,22.767292
-4316.0,4317,26.138858
-2120.0,2121,27.803893
-2252.0,2253,29.52943
-506.0,507,29.766838
-1598.0,1599,31.199345
-230.0,231,31.307281
-268.0,269,31.433271
-386.0,387,32.28479
-310.0,311,32.430397
-316.0,317,32.578452
-1664.0,1665,34.030668
-1938.0,1939,35.610724
-3154.0,3155,37.771487
-4278.0,4279,41.14428
-130.0,131,41.206316
-878.0,879,42.301419
-5030.0,5031,46.042973
-6514.0,6515,51.187935
-704.0,705,52.20159
-3278.0,3279,54.468421
-96.0,97,54.51414
-802.0,803,55.609641
-1626.0,1627,57.100161
-812.0,813,57.4861
-2450.0,2451,59.35936
-1380.0,1381,60.719034
-1668.0,1669,62.213644
-1528.0,1529,62.932969
-1686.0,1687,64.427992
-2504.0,2505,66.327879
-1412.0,1413,67.70944
-1530.0,1531,69.143166
-6418.0,6419,74.320629
-268.0,269,74.447388
-2114.0,2115,76.146361
-2572.0,2573,78.072104
-2984.0,2985,80.855232
-52.0,53,80.88022
-1198.0,1199,81.437657
-1936.0,1937,83.020481
-800.0,801,84.073628
-3354.0,3355,86.310573
-1646.0,1647,87.749414
-1946.0,1947,89.33164
-746.0,747,90.355799
-1898.0,1899,91.242452
-2332.0,2333,93.726301
-886.0,887,94.142451
-4206.0,4207,97.544345
-2754.0,2755,99.555621
-3736.0,3737,102.741013
-206.0,207,102.838831
-382.0,383,103.73636
-620.0,621,104.028939
-98.0,99,104.075688
-5762.0,5763,108.926496
-624.0,625,109.223624
-68.0,69,109.256715
-850.0,851,109.661968
-808.0,809,110.767867
-1572.0,1573,112.231093
-2276.0,2277,114.03431
-7530.0,7531,119.80092
-1528.0,1529,121.248957
-974.0,975,122.423861
-640.0,641,122.725841
-3870.0,3871,125.990117
-2170.0,2171,127.744737
-450.0,451,127.959136
-368.0,369,128.133759
-930.0,931,129.292337
-1398.0,1399,129.950956
-4076.0,4077,133.289898
-3068.0,3069,136.165331
-182.0,183,136.251472
-3344.0,3345,139.249423
-9332.0,9333,146.526863
-3098.0,3099,149.407265
-1606.0,1607,150.881152
-732.0,733,151.226921
-1674.0,1675,152.729537
-4778.0,4779,156.385018
-4272.0,4273,159.834182
-684.0,685,160.155926
-7138.0,7139,166.368898
-254.0,255,166.488786
-8748.0,8749,173.458566
-6400.0,6401,178.632276
-3450.0,3451,181.743348
-618.0,619,182.038958
-2378.0,2379,184.605161
-3248.0,3249,186.886646
-11124.0,11125,196.54495
-2232.0,2233,198.327995
-166.0,167,198.40761
-5920.0,5921,203.368429
-746.0,747,203.72109
-896.0,897,204.145649
-474.0,475,205.087704
-642.0,643,205.393023
-1008.0,1009,206.590474
-5086.0,5087,210.441905
-442.0,443,210.6531
-872.0,873,211.787612
-1844.0,1845,213.383215
-7358.0,7359,219.032372
-9004.0,9005,226.903768
-254.0,255,227.025314
-3344.0,3345,229.325598
