#{"t_start": 1731552458.896691, "env_id": "None"}
r,l,t
-77184.0,77185,69.869914
-100001.0,100001,158.172334
-100001.0,100001,246.559001
-93898.0,93899,332.617198
-100001.0,100001,432.160659
-100001.0,100001,527.392755
-100001.0,100001,620.432489
-100001.0,100001,710.155254
-84512.0,84513,784.462437
-36556.0,36557,816.817719
-100001.0,100001,905.192621
-63052.0,63053,961.052291
-100001.0,100001,1050.137595
-100001.0,100001,1138.305888
-96248.0,96249,1228.980875
-100001.0,100001,1317.317097
-100001.0,100001,1405.566597
-43270.0,43271,1443.442773
-100001.0,100001,1530.563513
-100001.0,100001,1617.190865
-100001.0,100001,1703.532837
-38626.0,38627,1736.904939
-100001.0,100001,1822.679519
-100001.0,100001,1909.270334
-2518.0,2519,1911.240736
-7088.0,7089,1917.848588
-2848.0,2849,1919.957731
-3208.0,3209,1923.115345
-16012.0,16013,1937.112419
-28018.0,28019,1960.782095
-100001.0,100001,2047.339272
-58476.0,58477,2098.321945
-100001.0,100001,2185.084131
-18224.0,18225,2200.048624
-78322.0,78323,2268.677766
-78644.0,78645,2336.697198
-100001.0,100001,2423.868197
-100001.0,100001,2510.95347
-100001.0,100001,2597.844326
-27042.0,27043,2621.107527
-100001.0,100001,2707.955508
-100001.0,100001,2793.563955
-100001.0,100001,2880.244463
-100001.0,100001,2966.970314
-100001.0,100001,3053.638457
-90236.0,90237,3131.80856
-100001.0,100001,3218.943482
-75782.0,75783,3284.823091
-6742.0,6743,3290.418516
-100001.0,100001,3376.775639
-100001.0,100001,3462.473676
-100001.0,100001,3547.670617
-100001.0,100001,3631.913886
-100001.0,100001,3730.262871
-100001.0,100001,3819.223125
-100001.0,100001,3910.617507
-100001.0,100001,4010.071976
-100001.0,100001,4109.264312
-100001.0,100001,4209.472569
-100001.0,100001,4303.004539
-100001.0,100001,4388.081784
-100001.0,100001,4472.901335
-100001.0,100001,4561.560032
-100001.0,100001,4651.051938
-100001.0,100001,4737.034275
-100001.0,100001,4825.478246
-100001.0,100001,4920.790728
-100001.0,100001,5020.565179
-100001.0,100001,5122.695862
-100001.0,100001,5210.953364
-100001.0,100001,5296.189315
-100001.0,100001,5394.76007
-100001.0,100001,5481.013242
-100001.0,100001,5567.046251
-100001.0,100001,5653.231152
-100001.0,100001,5738.545938
-100001.0,100001,5824.8004
-100001.0,100001,5911.047771
-100001.0,100001,5997.514658
-100001.0,100001,6085.871164
-100001.0,100001,6174.391413
-100001.0,100001,6260.965874
-100001.0,100001,6348.732962
-100001.0,100001,6436.80201
-100001.0,100001,6526.096483
-100001.0,100001,6613.111253
-100001.0,100001,6700.048394
-100001.0,100001,6785.284825
-100001.0,100001,6871.558262
-89492.0,89493,6948.94102
-100001.0,100001,7035.192489
-100001.0,100001,7121.631179
-100001.0,100001,7208.070823
-100001.0,100001,7304.385474
-100001.0,100001,7396.898818
-100001.0,100001,7483.490004
-100001.0,100001,7570.125551
-100001.0,100001,7657.708813
-100001.0,100001,7743.980544
-100001.0,100001,7837.174912
-100001.0,100001,7933.53132
-100001.0,100001,8030.299855
-100001.0,100001,8117.05719
-100001.0,100001,8203.838591
-66898.0,66899,8261.038549
-89202.0,89203,8338.478536
-100001.0,100001,8432.887415
-100001.0,100001,8524.350196
-78622.0,78623,8598.856728
-100001.0,100001,8695.893488
-17814.0,17815,8712.409796
-10434.0,10435,8722.433542
-49770.0,49771,8771.548574
-18456.0,18457,8789.275026
-98976.0,98977,8881.689804
