#{"t_start": 1731659624.9711294, "env_id": "None"}
r,l,t
-100001.0,100001,79.234167
-100001.0,100001,158.000082
-100001.0,100001,236.741391
-100001.0,100001,315.478674
-100001.0,100001,394.265991
-100001.0,100001,472.424979
-100001.0,100001,551.257644
-100001.0,100001,629.985291
-100001.0,100001,708.740898
-100001.0,100001,787.594865
-34560.0,34561,814.890355
-100001.0,100001,893.176145
-100001.0,100001,972.159651
-100001.0,100001,1051.161628
-100001.0,100001,1129.90151
-100001.0,100001,1208.736303
-55548.0,55549,1252.409348
-100001.0,100001,1331.341669
-16766.0,16767,1344.433706
-100001.0,100001,1423.430489
-100001.0,100001,1502.525394
-100001.0,100001,1581.143004
-100001.0,100001,1660.297275
-100001.0,100001,1739.316026
-100001.0,100001,1818.162016
-100001.0,100001,1896.169538
-100001.0,100001,1973.951536
-100001.0,100001,2050.747435
-100001.0,100001,2127.923994
-100001.0,100001,2205.175959
-100001.0,100001,2282.590386
-100001.0,100001,2359.949757
-100001.0,100001,2437.371763
-100001.0,100001,2514.006211
-100001.0,100001,2591.366849
-100001.0,100001,2668.853406
-100001.0,100001,2746.148626
-100001.0,100001,2823.332457
-100001.0,100001,2900.649583
-100001.0,100001,2977.210051
-100001.0,100001,3054.483294
-100001.0,100001,3131.70555
-100001.0,100001,3208.912866
-100001.0,100001,3286.274172
-100001.0,100001,3362.992705
-100001.0,100001,3440.528971
-100001.0,100001,3518.011602
-100001.0,100001,3595.382099
-100001.0,100001,3672.769718
-100001.0,100001,3750.139796
-100001.0,100001,3826.877446
-100001.0,100001,3903.713026
-12194.0,12195,3913.064755
-100001.0,100001,3989.313512
-100001.0,100001,4065.38255
-100001.0,100001,4141.660259
-100001.0,100001,4218.038624
-18770.0,18771,4232.241143
-100001.0,100001,4308.63075
-100001.0,100001,4384.349905
-100001.0,100001,4460.738952
-100001.0,100001,4537.062424
-100001.0,100001,4613.081055
-100001.0,100001,4689.129692
-100001.0,100001,4765.135354
-100001.0,100001,4840.472105
-100001.0,100001,4916.503872
-100001.0,100001,4992.562707
-100001.0,100001,5068.57058
-100001.0,100001,5144.475233
-100001.0,100001,5219.745403
-100001.0,100001,5295.776795
-100001.0,100001,5372.026492
-100001.0,100001,5448.313042
-100001.0,100001,5524.636585
-100001.0,100001,5600.901565
-100001.0,100001,5676.607317
-100001.0,100001,5752.827177
-100001.0,100001,5829.218689
-100001.0,100001,5905.56438
-100001.0,100001,5981.90414
-100001.0,100001,6058.22981
-100001.0,100001,6133.938952
-100001.0,100001,6210.323089
-100001.0,100001,6286.724119
-100001.0,100001,6363.077912
-100001.0,100001,6439.471131
-100001.0,100001,6515.73022
-100001.0,100001,6591.291831
-100001.0,100001,6670.034554
-100001.0,100001,6748.625459
-100001.0,100001,6827.343071
-100001.0,100001,6905.975076
-100001.0,100001,6985.172848
-100001.0,100001,7063.88459
-100001.0,100001,7143.239611
-100001.0,100001,7222.533418
-100001.0,100001,7301.82391
-100001.0,100001,7381.182692
-100001.0,100001,7460.480677
-100001.0,100001,7539.106079
-100001.0,100001,7618.296122
-100001.0,100001,7697.400493
-100001.0,100001,7776.767266
-100001.0,100001,7856.007185
-100001.0,100001,7934.603547
-100001.0,100001,8013.895127
-100001.0,100001,8093.22192
-100001.0,100001,8172.595474
-100001.0,100001,8252.003511
-100001.0,100001,8331.390466
-100001.0,100001,8410.121711
-100001.0,100001,8489.48245
-100001.0,100001,8568.858681
-100001.0,100001,8647.626797
-100001.0,100001,8725.865278
-78734.0,78735,8787.001698
-100001.0,100001,8865.172952
-100001.0,100001,8943.372211
-100001.0,100001,9021.696852
-100001.0,100001,9100.083371
